,scientific_name,park_name,observations,category,conservation_status
20340,Lepomis humilis,Yellowstone National Park,222,Fish,
20341,Ricinus communis,Great Smoky Mountains National Park,58,Vascular Plant,
20342,Spiza americana,Bryce National Park,95,Bird,
20343,Polytrichum commune,Yellowstone National Park,254,Nonvascular Plant,
20344,Botrychium lanceolatum var. angustisegmentum,Great Smoky Mountains National Park,23,Vascular Plant,
20345,Pluchea camphorata,Great Smoky Mountains National Park,76,Vascular Plant,
20346,Scaphiopus holbrookii holbrookii,Yellowstone National Park,236,Amphibian,
20347,Artemisia vulgaris,Yellowstone National Park,264,Vascular Plant,
20348,Lonicera involucrata,Bryce National Park,95,Vascular Plant,
20349,Bufo woodhousii,Yosemite National Park,153,Amphibian,
20350,Tortella tortuosa,Yosemite National Park,147,Nonvascular Plant,
20351,Draba crassifolia,Yellowstone National Park,268,Vascular Plant,
20352,Chelone glabra,Yellowstone National Park,274,Vascular Plant,
20353,Hymenocallis caroliniana,Yellowstone National Park,267,Vascular Plant,
20354,Desmanthus illinoensis,Yosemite National Park,134,Vascular Plant,
20355,Cyperus eragrostis,Yosemite National Park,132,Vascular Plant,
20356,Carex nervina,Bryce National Park,111,Vascular Plant,
20357,Linanthus harknessii,Yosemite National Park,162,Vascular Plant,
20358,Achnatherum occidentale ssp. occidentale,Great Smoky Mountains National Park,68,Vascular Plant,
20359,Diodia virginiana,Yosemite National Park,125,Vascular Plant,
20360,Polemonium occidentale,Bryce National Park,104,Vascular Plant,
20361,Elymus canadensis var. canadensis,Yosemite National Park,161,Vascular Plant,
20362,Dianthus barbatus,Yosemite National Park,261,Vascular Plant,
20363,Turdus migratorius,Bryce National Park,118,Bird,
20364,Accipiter striatus,Bryce National Park,62,Bird,Species of Concern
20365,Kelloggia galioides,Bryce National Park,127,Vascular Plant,
20366,Cyperus refractus,Great Smoky Mountains National Park,66,Vascular Plant,
20367,Sparganium angustifolium,Yosemite National Park,132,Vascular Plant,
20368,Solidago speciosa var. speciosa,Yellowstone National Park,240,Vascular Plant,
20369,Larus pipixcan,Yosemite National Park,146,Bird,
20370,Geranium molle,Yosemite National Park,167,Vascular Plant,
20371,Etheostoma rufilineatum,Yellowstone National Park,264,Fish,
20372,Plagiobothrys myosotoides,Yosemite National Park,166,Vascular Plant,
20373,Celastrus scandens,Yellowstone National Park,249,Vascular Plant,
20374,Hyla chrysoscelis,Yellowstone National Park,198,Amphibian,
20375,Phacelia humilis var. humilis,Bryce National Park,106,Vascular Plant,
20376,Lycopodium dendroideum,Yellowstone National Park,246,Vascular Plant,
20377,Castilleja pulchella,Yosemite National Park,151,Vascular Plant,
20378,Claytonia virginica var. acutiflora,Bryce National Park,63,Vascular Plant,
20379,Pedicularis semibarbata,Yosemite National Park,151,Vascular Plant,
20380,Cystopteris protrusa,Yosemite National Park,160,Vascular Plant,
20381,Smilax glauca,Yosemite National Park,149,Vascular Plant,
20382,Bryum gemmiparum,Yellowstone National Park,251,Nonvascular Plant,
20383,Festuca baffinensis,Yellowstone National Park,278,Vascular Plant,
20384,Limnanthes alba ssp. alba,Yosemite National Park,149,Vascular Plant,
20385,Navarretia viscidula,Great Smoky Mountains National Park,66,Vascular Plant,
20386,Glaux maritima,Great Smoky Mountains National Park,34,Vascular Plant,
20387,Epilobium ciliatum,Yellowstone National Park,249,Vascular Plant,
20388,Penstemon canescens,Great Smoky Mountains National Park,75,Vascular Plant,
20389,Linum virginianum,Bryce National Park,57,Vascular Plant,
20390,Sisyrinchium albidum,Bryce National Park,118,Vascular Plant,
20391,Abietinella abietina,Yellowstone National Park,243,Nonvascular Plant,
20392,Stellaria calycantha,Yosemite National Park,146,Vascular Plant,
20393,Balsamorhiza deltoidea,Great Smoky Mountains National Park,51,Vascular Plant,
20394,Sorex cinereus,Great Smoky Mountains National Park,132,Mammal,
20395,Philadelphus pubescens var. pubescens,Yosemite National Park,151,Vascular Plant,
20396,Vermivora ruficapilla,Yosemite National Park,108,Bird,Species of Concern
20397,Daucus carota,Yellowstone National Park,477,Vascular Plant,
20398,Elymus trachycaulus var. trachycaulus,Bryce National Park,135,Vascular Plant,
20399,Selasphorus calliope,Bryce National Park,83,Bird,
20400,Glyceria nubigena,Yosemite National Park,133,Vascular Plant,Species of Concern
20401,Dicentra formosa,Great Smoky Mountains National Park,73,Vascular Plant,
20402,Plagiobothrys hispidulus,Great Smoky Mountains National Park,103,Vascular Plant,
20403,Arabis platysperma var. howellii,Yellowstone National Park,267,Vascular Plant,
20404,Selasphorus calliope,Great Smoky Mountains National Park,69,Bird,
20405,Onoclea sensibilis,Yellowstone National Park,248,Vascular Plant,
20406,Contopus cooperi,Yellowstone National Park,243,Bird,Species of Concern
20407,Pycnanthemum incanum,Yellowstone National Park,275,Vascular Plant,
20408,Crepis nana,Yellowstone National Park,256,Vascular Plant,
20409,Sturnella magna,Yosemite National Park,156,Bird,
20410,Eucephalus elegans,Yellowstone National Park,259,Vascular Plant,
20411,Cicuta maculata,Great Smoky Mountains National Park,58,Vascular Plant,
20412,Rumex venosus,Yosemite National Park,145,Vascular Plant,
20413,Hieracium paniculatum,Yellowstone National Park,268,Vascular Plant,
20414,Hordeum brachyantherum ssp. californicum,Yellowstone National Park,221,Vascular Plant,
20415,Polygala polygama,Yosemite National Park,166,Vascular Plant,
20416,Lepidium densiflorum var. macrocarpum,Great Smoky Mountains National Park,48,Vascular Plant,
20417,Chrysemys picta bellii,Yellowstone National Park,307,Reptile,
20418,Hesperis matronalis,Yellowstone National Park,509,Vascular Plant,
20419,Callitriche terrestris,Great Smoky Mountains National Park,99,Vascular Plant,
20420,Aristida dichotoma var. dichotoma,Bryce National Park,98,Vascular Plant,
20421,Allium canadense,Yellowstone National Park,266,Vascular Plant,
20422,Junco hyemalis oreganus,Bryce National Park,99,Bird,
20423,Sematophyllum demissum,Yosemite National Park,147,Nonvascular Plant,
20424,Ambystoma talpoideum,Bryce National Park,105,Amphibian,
20425,Carex plantaginea,Yosemite National Park,158,Vascular Plant,
20426,Dryopteris expansa,Yosemite National Park,136,Vascular Plant,
20427,Silphium asteriscus var. asteriscus,Great Smoky Mountains National Park,67,Vascular Plant,
20428,Poa sylvestris,Yellowstone National Park,212,Vascular Plant,
20429,Lepidium campestre,Bryce National Park,202,Vascular Plant,
20430,Corylus cornuta var. californica,Great Smoky Mountains National Park,80,Vascular Plant,
20431,Agrostis oregonensis,Bryce National Park,87,Vascular Plant,
20432,Lanius excubitor,Bryce National Park,173,Bird,
20433,Sambucus racemosa var. microbotrys,Yosemite National Park,171,Vascular Plant,
20434,Myosotis scorpioides,Yellowstone National Park,236,Vascular Plant,
20435,Heracleum lanatum,Great Smoky Mountains National Park,186,Vascular Plant,
20436,Agastache nepetoides,Yosemite National Park,144,Vascular Plant,
20437,Anas rubripes,Great Smoky Mountains National Park,81,Bird,
20438,Ericameria bloomeri,Yosemite National Park,159,Vascular Plant,
20439,Valerianella umbilicata,Bryce National Park,106,Vascular Plant,
20440,Geranium thunbergii,Bryce National Park,120,Vascular Plant,
20441,Medicago polymorpha,Bryce National Park,124,Vascular Plant,
20442,Calypogeja muelleriana ssp. blomquistii,Yellowstone National Park,274,Nonvascular Plant,
20443,Utricularia macrorhiza,Yellowstone National Park,238,Vascular Plant,
20444,Magnolia grandiflora,Bryce National Park,107,Vascular Plant,
20445,Ceanothus velutinus var. velutinus,Bryce National Park,109,Vascular Plant,
20446,Symphyotrichum divaricatum,Yosemite National Park,156,Vascular Plant,
20447,Carex grayi,Yosemite National Park,136,Vascular Plant,
20448,Malus angustifolia,Yellowstone National Park,239,Vascular Plant,
20449,Thamnophis elegans vagrans,Yosemite National Park,172,Reptile,
20450,Bryohaplocladium virginianum,Great Smoky Mountains National Park,83,Nonvascular Plant,
20451,Populus tremuloides,Great Smoky Mountains National Park,35,Vascular Plant,
20452,Petrochelidon pyrrhonota,Bryce National Park,220,Bird,
20453,Douglasia montana,Yosemite National Park,117,Vascular Plant,
20454,Carex biltmoreana,Yosemite National Park,103,Vascular Plant,
20455,Ranunculus macounii,Bryce National Park,115,Vascular Plant,
20456,Parnassia kotzebuei,Great Smoky Mountains National Park,67,Vascular Plant,
20457,Dryopteris marginalis,Yellowstone National Park,284,Vascular Plant,
20458,Pluchea camphorata,Bryce National Park,85,Vascular Plant,
20459,Ilex opaca,Yosemite National Park,146,Vascular Plant,
20460,Carex amphibola var. rigida,Bryce National Park,109,Vascular Plant,
20461,Scleria triglomerata,Bryce National Park,90,Vascular Plant,
20462,Carex atlantica ssp. capillacea,Bryce National Park,84,Vascular Plant,
20463,Scheuchzeria palustris,Yellowstone National Park,269,Vascular Plant,
20464,Digitalis purpurea,Yellowstone National Park,503,Vascular Plant,
20465,Lepomis auritus,Bryce National Park,103,Fish,
20466,Potentilla gracilis var. flabelliformis,Yellowstone National Park,278,Vascular Plant,
20467,Crataegus iracunda,Bryce National Park,115,Vascular Plant,
20468,Trillium undulatum,Yosemite National Park,127,Vascular Plant,
20469,Toxicodendron radicans ssp. radicans,Yosemite National Park,174,Vascular Plant,
20470,Baeolophus inornatus,Yosemite National Park,169,Bird,
20471,Vireo griseus,Yosemite National Park,161,Bird,
20472,Mustela vison,Great Smoky Mountains National Park,132,Mammal,
20473,Salvelinus namaycush,Great Smoky Mountains National Park,86,Fish,
20474,Carex cumberlandensis,Yosemite National Park,118,Vascular Plant,
20475,Botrychium virginianum,Bryce National Park,160,Vascular Plant,
20476,Carex subfusca,Yosemite National Park,146,Vascular Plant,
20477,Eurybia integrifolia,Great Smoky Mountains National Park,76,Vascular Plant,
20478,Malus coronaria,Bryce National Park,102,Vascular Plant,
20479,Sparganium angustifolium,Bryce National Park,117,Vascular Plant,
20480,Solidago bicolor,Yellowstone National Park,256,Vascular Plant,
20481,Spea intermontana,Yosemite National Park,144,Amphibian,
20482,Arenaria serpyllifolia,Yellowstone National Park,446,Vascular Plant,
20483,Dichanthelium villosissimum var. villosissimum,Yosemite National Park,155,Vascular Plant,
20484,Hamamelis virginiana,Bryce National Park,92,Vascular Plant,
20485,Poa annua,Yosemite National Park,278,Vascular Plant,
20486,Pentaphylloides floribunda,Yosemite National Park,164,Vascular Plant,
20487,Ditrichum pallidum,Bryce National Park,121,Nonvascular Plant,
20488,Portulaca oleracea,Great Smoky Mountains National Park,169,Vascular Plant,
20489,Solidago hispida,Bryce National Park,117,Vascular Plant,
20490,Mimulus inconspicuus,Great Smoky Mountains National Park,69,Vascular Plant,
20491,Pseudacris triseriata,Yellowstone National Park,272,Amphibian,
20492,Helianthus bolanderi,Yellowstone National Park,267,Vascular Plant,
20493,Euphorbia pubentissima,Yosemite National Park,148,Vascular Plant,
20494,Ribes rubrum,Bryce National Park,100,Vascular Plant,
20495,Ovis canadensis,Great Smoky Mountains National Park,48,Mammal,Species of Concern
20496,Gentiana linearis,Bryce National Park,92,Vascular Plant,
20497,Stachys albens,Bryce National Park,61,Vascular Plant,
20498,Muhlenbergia schreberi,Yellowstone National Park,537,Vascular Plant,
20499,Stellaria umbellata,Bryce National Park,59,Vascular Plant,
20500,Diodia teres,Yellowstone National Park,266,Vascular Plant,
20501,Tamias quadrimaculatus,Great Smoky Mountains National Park,62,Mammal,
20502,Lonicera tatarica,Bryce National Park,109,Vascular Plant,
20503,Trifolium microcephalum,Yosemite National Park,171,Vascular Plant,
20504,Tympanuchus phasianellus,Bryce National Park,53,Bird,
20505,Lesquerella alpina var. alpina,Great Smoky Mountains National Park,40,Vascular Plant,
20506,Vaccinium corymbosum,Yosemite National Park,150,Vascular Plant,
20507,Micropterus salmoides,Great Smoky Mountains National Park,100,Fish,
20508,Cuscuta californica var. californica,Bryce National Park,71,Vascular Plant,
20509,Solidago puberula,Yellowstone National Park,267,Vascular Plant,
20510,Hydrangea radiata,Yellowstone National Park,245,Vascular Plant,
20511,Solidago juncea,Yellowstone National Park,249,Vascular Plant,
20512,Galium sparsiflorum ssp. sparsiflorum,Yosemite National Park,145,Vascular Plant,
20513,Cyperus retrofractus,Bryce National Park,83,Vascular Plant,
20514,Panicum anceps,Great Smoky Mountains National Park,89,Vascular Plant,
20515,Castilleja lemmonii,Yellowstone National Park,219,Vascular Plant,
20516,Lysimachia quadrifolia,Yellowstone National Park,285,Vascular Plant,
20517,Larus californicus,Bryce National Park,87,Bird,
20518,Allium obtusum var. conspicuum,Yellowstone National Park,244,Vascular Plant,
20519,Collinsia childii,Yellowstone National Park,253,Vascular Plant,
20520,Silene latifolia ssp. alba,Great Smoky Mountains National Park,112,Vascular Plant,
20521,Bidens tripartita,Yellowstone National Park,602,Vascular Plant,
20522,Streptopus amplexifolius,Great Smoky Mountains National Park,73,Vascular Plant,
20523,Salix caroliniana,Great Smoky Mountains National Park,53,Vascular Plant,
20524,Allophyllum divaricatum,Great Smoky Mountains National Park,57,Vascular Plant,
20525,Carex,Great Smoky Mountains National Park,66,Vascular Plant,
20526,Calypogeja muelleriana ssp. blomquistii,Great Smoky Mountains National Park,71,Nonvascular Plant,
20527,Amelanchier alnifolia var. pumila,Bryce National Park,130,Vascular Plant,
20528,Potentilla hippiana var. hippiana,Bryce National Park,95,Vascular Plant,
20529,Sternotherus minor peltifer,Bryce National Park,155,Reptile,
20530,Lasthenia californica,Yosemite National Park,137,Vascular Plant,
20531,Sisymbrium officinale,Bryce National Park,231,Vascular Plant,
20532,Rhexia mariana var. mariana,Yosemite National Park,183,Vascular Plant,
20533,Poa bulbosa,Great Smoky Mountains National Park,83,Vascular Plant,
20534,Senecio scorzonella,Great Smoky Mountains National Park,56,Vascular Plant,
20535,Tiarella cordifolia,Great Smoky Mountains National Park,87,Vascular Plant,
20536,Pityopsis graminifolia var. graminifolia,Yosemite National Park,149,Vascular Plant,
20537,Ribes lacustre,Great Smoky Mountains National Park,71,Vascular Plant,
20538,Salix eriocephala,Great Smoky Mountains National Park,91,Vascular Plant,
20539,Anaphalis margaritacea,Bryce National Park,134,Vascular Plant,
20540,Tragopogon pratensis,Yellowstone National Park,258,Vascular Plant,
20541,Erigeron elmeri,Bryce National Park,130,Vascular Plant,
20542,Silphium trifoliatum var. trifoliatum,Yosemite National Park,156,Vascular Plant,
20543,Gallinago gallinago,Yosemite National Park,166,Bird,
20544,Triglochin palustre,Yosemite National Park,160,Vascular Plant,
20545,Falco mexicanus,Bryce National Park,116,Bird,Species of Concern
20546,Tragopogon dubius,Bryce National Park,88,Vascular Plant,
20547,Athyrium filix-femina ssp. asplenioides,Yosemite National Park,151,Vascular Plant,
20548,Cardamine diphylla,Great Smoky Mountains National Park,70,Vascular Plant,
20549,Lilium parvum,Yosemite National Park,144,Vascular Plant,
20550,Lycopus rubellus,Great Smoky Mountains National Park,65,Vascular Plant,
20551,Actaea rubra,Yellowstone National Park,219,Vascular Plant,
20552,Gentianella tenella,Yellowstone National Park,260,Vascular Plant,
20553,Solidago rugosa ssp. aspera,Great Smoky Mountains National Park,90,Vascular Plant,
20554,Clematis virginiana,Yellowstone National Park,248,Vascular Plant,
20555,Poa alsodes,Yosemite National Park,139,Vascular Plant,
20556,Lupinus albicaulis,Great Smoky Mountains National Park,65,Vascular Plant,
20557,Atriplex argentea,Bryce National Park,83,Vascular Plant,
20558,Artemisia ludoviciana ssp. mexicana,Yellowstone National Park,224,Vascular Plant,
20559,Verbena urticifolia,Great Smoky Mountains National Park,55,Vascular Plant,
20560,Carex diandra,Yellowstone National Park,222,Vascular Plant,
20561,Odocoileus hemionus,Bryce National Park,72,Mammal,
20562,Pylaisiella intricata,Great Smoky Mountains National Park,63,Nonvascular Plant,
