,category,scientific_name,common_names,conservation_status
5432,Vascular Plant,Ludwigia palustris,"Marsh Primrose-Willow, Marsh Seedbox",
5433,Vascular Plant,Oenothera elata ssp. hirsutissima,"Hooker's Evening Primrose, Hooker's Eveningprimrose, Hooker's Evening-Primrose",
5434,Vascular Plant,Brasenia schreberi,"Schreber's Watershield, Watershield",
5435,Vascular Plant,Nuphar lutea ssp. polysepala,"Rocky Mountain Cowlily, Rocky Mountain Pondlily, Rocky Mountain Pond-Lily, Yellow Pond-Lily",
5436,Vascular Plant,Botrychium ascendens,"Trianglelobe Moonwort, Upswept Moonwort",Species of Concern
5437,Vascular Plant,Botrychium minganense,"Mingan Island Grapefern, Mingan Moonwort",
5438,Vascular Plant,Oxalis corniculata,"Creeping Oxalis, Creeping Woodsorrel, 'Ihi, Yellow Oxalis, Yellow Wood Sorrel",
5439,Vascular Plant,Calocedrus decurrens,Incense Cedar,
5440,Vascular Plant,Juniperus communis,"Common Juniper, Dwarf Juniper",
5441,Vascular Plant,Juniperus occidentalis,Western Juniper,
5442,Vascular Plant,Sequoiadendron giganteum,"Giant Redwood, Giant Sequoia, Sierra Redwood",
5443,Vascular Plant,Abies concolor,"Balsam Fir, Colorado Fir, Concolor Fir, Silver Fir, White Balsam, White Fir",
5444,Vascular Plant,Pinus attenuata,Knobcone Pine,
5445,Vascular Plant,Pinus contorta ssp. murrayana,"Sierra Lodgepole Pine, Tamarack Pine",
5446,Vascular Plant,Pinus jeffreyi,"Black Pine, Jeffrey Pine, Jeffrey's Pine",
5447,Vascular Plant,Pinus lambertiana,"California Sugar Pine, Sugar Pine",
5448,Vascular Plant,Pinus monophylla,"Nut Pine, One-Leaf Pine, Singleleaf Pinyon",
5449,Vascular Plant,Pinus monticola,"Idaho White Pine, Mountain White Pine, Silver Pine, Western White Pine",
5450,Vascular Plant,Pinus ponderosa,"Blackjack Pine, Bull Pine, Ponderosa Pine, Rock Pine, Western Yellow Pine",
5451,Vascular Plant,Pinus sabiniana,"Bull Pine, California Foothill Pine, Digger Pine, Gray Pine",
5452,Vascular Plant,Pseudotsuga menziesii var. menziesii,"Coast Douglas-Fir, Douglas-Fir",
5453,Vascular Plant,Tsuga mertensiana,"Alpine Hemlock, Black Hemlock, Hemlock Spruce, Mountain Hemlock",
5454,Vascular Plant,Torreya californica,"California Nutmeg, California Torreya",
5455,Vascular Plant,Asarum hartwegii,Hartweg's Wildginger,
5456,Vascular Plant,Asarum lemmonii,Lemmon's Wildginger,
5457,Vascular Plant,Bulbostylis capillaris,"Densetuft Hairsedge, Threadleaf Beakseed",
5458,Vascular Plant,Carex abrupta,Abruptbeak Sedge,
5459,Vascular Plant,Carex amplectens,Claspbract Sedge,
5460,Vascular Plant,Carex amplifolia,Bigleaf Sedge,
5461,Vascular Plant,Carex angustata,"Common Meadow Sedge, Widefruit Sedge",
5462,Vascular Plant,Carex aquatilis var. aquatilis,"Leafy Tussock Sedge, Water Sedge",
5463,Vascular Plant,Carex bolanderi,"Bolander Sedge, Bolander's Sedge, Wood Sedge",
5464,Vascular Plant,Carex brainerdii,Brainerd's Sedge,
5465,Vascular Plant,Carex congdonii,Congdon's Sedge,
5466,Vascular Plant,Carex davyi,Davy's Sedge,
5467,Vascular Plant,Carex densa,Dense Sedge,
5468,Vascular Plant,Carex feta,Greensheath Sedge,
5469,Vascular Plant,Carex filifolia var. erostrata,Shorthair Sedge,
5470,Vascular Plant,Carex fissuricola,"Canyon Sedge, Cleft Sedge",
5471,Vascular Plant,Carex fracta,Fragile Sheath Sedge,
5472,Vascular Plant,Carex hassei,"Hasse's Sedge, Salt Sedge, Saltsedge",
5473,Vascular Plant,Carex helleri,"Heller's Sedge, Sierra Sedge",
5474,Vascular Plant,Carex heteroneura var. epapillosa,"Different Nerve Sedge, Different-Nerve Sedge, Nerve Sedge",
5475,Vascular Plant,Carex heteroneura var. heteroneura,"Different Nerve Sedge, Different-Nerve Sedge",
5476,Vascular Plant,Carex incurviformis var. danaensis,Coastal Sand Sedge,
5477,Vascular Plant,Carex integra,"Smoothbead Sedge, Smoothbeak Sedge",
5478,Vascular Plant,Carex jonesii,"Jones Sedge, Jones' Sedge",
5479,Vascular Plant,Carex laeviculmis,Smoothstem Sedge,
5480,Vascular Plant,Carex lanuginosa,Woolly Sedge,
5481,Vascular Plant,Carex lemmonii,Lemmon's Sedge,
5482,Vascular Plant,Carex lenticularis var. impressa,"Fewrib Sedge, Lakeshore Sedge",
5483,Vascular Plant,Carex lenticularis var. lipocarpa,"Kellogg Sedge, Kellogg's Sedge",
5484,Vascular Plant,Carex luzulifolia,Littleleaf Sedge,
5485,Vascular Plant,Carex mariposana,Mariposa Sedge,
5486,Vascular Plant,Carex multicaulis,Manystem Sedge,
5487,Vascular Plant,Carex multicostata,Manyrib Sedge,
5488,Vascular Plant,Carex nervina,"Nerved Sedge, Sierra Sedge",
5489,Vascular Plant,Carex nudata,Naked Sedge,
5490,Vascular Plant,Carex sartwelliana,Yosemite Sedge,
5491,Vascular Plant,Carex scopulorum var. bracteosa,"Craterlike Sedge, Mountain Sedge",
5492,Vascular Plant,Carex senta,"Swamp Carex, Swamp Sedge",
5493,Vascular Plant,Carex specifica,Narrowfruit Sedge,
5494,Vascular Plant,Carex spectabilis,Showy Sedge,
5495,Vascular Plant,Carex stipata var. stipata,Owlfruit Sedge,
5496,Vascular Plant,Carex straminiformis,Shasta Sedge,
5497,Vascular Plant,Carex subfusca,Brown Sedge,
5498,Vascular Plant,Carex tahoensis,Tahoe Sedge,
5499,Vascular Plant,Carex tiogana,Tioga Pass Sedge,
5500,Vascular Plant,Carex tompkinsii,Thompkins' Sedge,
5501,Vascular Plant,Carex vernacula,"Native Sedge, Spring Sedge",
5502,Vascular Plant,Carex whitneyi,"Whitney Sedge, Whitney's Sedge",
5503,Vascular Plant,Cyperus eragrostis,Tall Flatsedge,
5504,Vascular Plant,Cyperus esculentus,"Chufa Flatsedge, Yellow Nutgrass, Yellow Nutsedge",
5505,Vascular Plant,Eleocharis acicularis var. acicularis,"Needle Spikerush, Needle Spike-Rush",
5506,Vascular Plant,Eleocharis bolanderi,Bolander's Spikerush,
5507,Vascular Plant,Eleocharis decumbens,Decumbent Spikerush,
5508,Vascular Plant,Eleocharis macrostachya,Pale Spikerush,
5509,Vascular Plant,Eleocharis parishii,"Parish Spikerush, Parish's Spikerush",
5510,Vascular Plant,Eriophorum crinigerum,Fringed Cottongrass,
5511,Vascular Plant,Lipocarpha micrantha,"Dwarf Bulrush, Smallflower Halfchaff Sedge, Small-Flower Halfchaff Sedge, Smallflower Hemicarpha",
5512,Vascular Plant,Lipocarpha occidentalis,Western Halfchaff Sedge,
5513,Vascular Plant,Rhynchospora alba,White Beaksedge,
5514,Vascular Plant,Scirpus cernuus,Low Bulrush,
5515,Vascular Plant,Scirpus congdonii,Congdon's Bulrush,
5516,Vascular Plant,Scirpus diffusus,Umbrella Bulrush,
5517,Vascular Plant,Juncus balticus,Baltic Rush,
5518,Vascular Plant,Juncus bryoides,Moss Rush,
5519,Vascular Plant,Juncus bufonius var. bufonius,Toad Rush,
5520,Vascular Plant,Juncus bufonius var. occidentalis,Toad Rush,
5521,Vascular Plant,Juncus capillaris,Hairystem Dwarf Rush,
5522,Vascular Plant,Juncus chlorocephalus,Greenhead Rush,
5523,Vascular Plant,Juncus covillei var. obtusatus,Coville's Rush,
5524,Vascular Plant,Juncus dubius,"Dubius Rush, Mariposa Rush, Questionable Rush",
5525,Vascular Plant,Juncus effusus var. exiguus,"Lamp Rush, Small Rush",
5526,Vascular Plant,Juncus effusus var. pacificus,Pacific Rush,
5527,Vascular Plant,Juncus ensifolius,"Swordleaf Rush, Three-Stamened Rush",
5528,Vascular Plant,Juncus hemiendytus var. abjectus,Herman's Dwarf Rush,
5529,Vascular Plant,Juncus hemiendytus var. hemiendytus,Herman's Dwarf Rush,
5530,Vascular Plant,Juncus macrandrus,Longanther Rush,
5531,Vascular Plant,Juncus mexicanus,Mexican Rush,
5532,Vascular Plant,Juncus occidentalis,Western Rush,
5533,Vascular Plant,Juncus orthophyllus,Straightleaf Rush,
5534,Vascular Plant,Juncus oxymeris,Pointed Rush,
5535,Vascular Plant,Juncus saximontanus,Rocky Mountain Rush,
5536,Vascular Plant,Juncus tenuis,"Field Rush, Path Rush, Poverty Rush, Slender Rush, Slender Yard Rush, Wiregrass",
5537,Vascular Plant,Juncus tiehmii,"Nevada Rush, Tiehm's Rush",
5538,Vascular Plant,Juncus triformis,Yosemite Dwarf Rush,
5539,Vascular Plant,Juncus uncialis,Twelfth Rush,
5540,Vascular Plant,Juncus xiphioides,Irisleaf Rush,
5541,Vascular Plant,Luzula comosa,Pacific Woodrush,
5542,Vascular Plant,Luzula divaricata,Forked Woodrush,
5543,Vascular Plant,Luzula orestera,Sierra Woodrush,
5544,Vascular Plant,Luzula subcongesta,Donner Woodrush,
5545,Vascular Plant,Achnatherum latiglume,Sierra Needlegrass,
5546,Vascular Plant,Achnatherum lemmonii,Lemmon's Needlegrass,
5547,Vascular Plant,Achnatherum nelsonii ssp. dorei,"Columbia Needlegrass, Dore's Needlegrass",
5548,Vascular Plant,Achnatherum nevadense,Nevada Needlegrass,
5549,Vascular Plant,Achnatherum occidentale ssp. californicum,California Needlegrass,
5550,Vascular Plant,Achnatherum occidentale ssp. occidentale,"Western Needle Grass, Western Needlegrass",
5551,Vascular Plant,Achnatherum occidentale ssp. pubescens,"Elmer's Needlegrass, Pubescent Western Needlegrass",
5552,Vascular Plant,Achnatherum thurberianum,Thurber's Needlegrass,
5553,Vascular Plant,Agrostis capillaris,"Colonial Bent, Colonial Bentgrass",
5554,Vascular Plant,Agrostis gigantea,"Black Bent, Redtop, Water Bentgrass",
5555,Vascular Plant,Agrostis pallens,Seashore Bentgrass,
5556,Vascular Plant,Agrostis scabra,"Rough Bent, Rough Bentgrass, Ticklegrass",
5557,Vascular Plant,Agrostis variabilis,"Mountain Bentgrass, Mountain Redtop",
5558,Vascular Plant,Andropogon virginicus var. virginicus,"Broomsedge, Broomsedge Bluestem",
5559,Vascular Plant,Aristida divaricata,Poverty Threeawn,
5560,Vascular Plant,Avena barbata,"Slender Oat, Slender Oats, Slender Wildoat",
5561,Vascular Plant,Briza minor,Little Quakinggrass,
5562,Vascular Plant,Bromus arenarius,Australian Brome,
5563,Vascular Plant,Bromus catharticus,"Rescue Brome, Rescue Grass, Rescuegras, Rescuegrass",
5564,Vascular Plant,Bromus diandrus,Ripgut Brome,
5565,Vascular Plant,Bromus grandis,Tall Brome,
5566,Vascular Plant,Bromus hordeaceus,"Soft Brome, Soft Chess",
5567,Vascular Plant,Bromus inermis ssp. inermis,Smooth Brome,
5568,Vascular Plant,Bromus laevipes,"Chinook Brome, Woodland Brome",
5569,Vascular Plant,Bromus orcuttianus,"Orcutt Brome, Orcutt's Brome",
5570,Vascular Plant,Bromus secalinus,"Bromegrass, Cheat, Chess, Chess Brome, Rye Brome, Ryebrome",
5571,Vascular Plant,Bromus sterilis,"Barren Bromegrass, Poverty Brome, Sterile Brome",
5572,Vascular Plant,Bromus suksdorfii,Suksdorf's Brome,
5573,Vascular Plant,Calamagrostis breweri,Shorthair Reedgrass,
5574,Vascular Plant,Calamagrostis stricta ssp. inexpansa,"Northern Reedgrass, Slim-Stem Reed Grass",
5575,Vascular Plant,Cinna bolanderi,Bolander's Woodreed,
5576,Vascular Plant,Cynodon dactylon,"Bermudagrass, Chiendent Pied-De-Poule, Common Bermudagrass, Devilgrass, Grama-Seda, Manienie, Motie Molulu",
5577,Vascular Plant,Cynosurus echinatus,Bristly Dogstail Grass,
5578,Vascular Plant,Danthonia californica var. californica,California Wild Oatgrass,
5579,Vascular Plant,Deschampsia cespitosa ssp. cespitosa,Tufted Hairgrass,
5580,Vascular Plant,Digitaria ischaemum,"Small Crabgrass, Smooth Crab Grass, Smooth Crabgrass",
5581,Vascular Plant,Digitaria sanguinalis,"Crabgrass, Hairy Crab Grass, Hairy Crabgrass, Large Crabgrass, Purple Crabgrass, Redhair Crabgrass",
5582,Vascular Plant,Distichlis spicata,"Desert Saltgrass, Inland Saltgrass, Marsh Spikegrass, Saltgrass, Seashore Saltgrass",
5583,Vascular Plant,Elymus elymoides ssp. californicus,Squirreltail,
5584,Vascular Plant,Elymus elymoides ssp. elymoides,"Bottlebrush Squirreltail, Squirreltail",
5585,Vascular Plant,Elymus glaucus ssp. glaucus,"Blue Wild Rye, Blue Wildrye",
5586,Vascular Plant,Elymus glaucus ssp. jepsonii,Jepson's Blue Wildrye,
5587,Vascular Plant,Elymus multisetus,"Big Squirreltail, Big Wild Rye",
5588,Vascular Plant,Elymus sierrae,Sierra Wildrye,
5589,Vascular Plant,Elymus stebbinsii,Parish Wheatgrass,
5590,Vascular Plant,Elymus trachycaulus ssp. subsecundus,"Bearded Wheatgrass, Slender Wheatgrass, Slender Wild Rye",
5591,Vascular Plant,Elymus trachycaulus ssp. trachycaulus,Slender Wheatgrass,
5592,Vascular Plant,Eragrostis cilianensis,"Candy Grass, Lovegrass, Stink Grass, Stinkgrass, Strongscented Lovegrass",
5593,Vascular Plant,Eragrostis mexicana ssp. virescens,Mexican Lovegrass,
5594,Vascular Plant,Eragrostis pilosa var. pilosa,Indian Lovegrass,
5595,Vascular Plant,Festuca brachyphylla ssp. breviculmis,Alpine Fescue,
5596,Vascular Plant,Festuca minutiflora,"Smallflower Fescue, Small-Flower Fescue",
5597,Vascular Plant,Festuca rubra,"Ravine Fescue, Red Fescue",
5598,Vascular Plant,Festuca saximontana var. purpusiana,Rocky Mountain Fescue,
5599,Vascular Plant,Hesperostipa comata ssp. comata,"Needle And Thread, Needleandthread",
5600,Vascular Plant,Holcus lanatus,"Common Velvetgrass, Velvetgrass, Yorkshire Fog",
5601,Vascular Plant,Hordeum brachyantherum ssp. brachyantherum,Meadow Barley,
5602,Vascular Plant,Hordeum brachyantherum ssp. californicum,California Barley,
5603,Vascular Plant,Hordeum murinum ssp. glaucum,Smooth Barley,
5604,Vascular Plant,Hordeum murinum ssp. leporinum,"Lepor Barley, Leporinum Barley",
5605,Vascular Plant,Hordeum murinum ssp. murinum,Wall Barley,
5606,Vascular Plant,Leymus triticoides,"Beardless Lyme Grass, Beardless Wildrye, Creeping Wildrye",
5607,Vascular Plant,Lolium multiflorum,"Annual Ryegrass, Italian Ryegrass",
5608,Vascular Plant,Lolium temulentum,"Darnel, Darnel Ryegrass, Poison Darnel",
5609,Vascular Plant,Melica aristata,"Bearded Melicgrass, Bearded Oniongrass",
5610,Vascular Plant,Melica californica,California Melicgrass,
5611,Vascular Plant,Melica harfordii,Harford's Oniongrass,
5612,Vascular Plant,Melica imperfecta,Smallflower Melicgrass,
5613,Vascular Plant,Melica stricta,"Rock Melicgrass, Rock Oniongrass",
5614,Vascular Plant,Muhlenbergia minutissima,Annual Muhly,
5615,Vascular Plant,Muhlenbergia montana,Mountain Muhly,
5616,Vascular Plant,Muhlenbergia rigens,"Deer Muhly, Deergrass",
5617,Vascular Plant,Muhlenbergia schreberi,"Nimblewill, Nimblewill Muhly",
5618,Vascular Plant,Panicum miliaceum,"Blackseeded Proso Millet, Broomcorn Millet, Broomcorn Panic, Hog Millet, Panic Millet, Panicum, Proso, Proso Millet, Wild Millet, Wild Proso Millet",
5619,Vascular Plant,Panicum rigidulum var. rigidulum,"Redtop Panicgrass, Redtop Panicum",
5620,Vascular Plant,Parapholis incurva,Curved Sicklegrass,
5621,Vascular Plant,Poa bolanderi,Bolander's Bluegrass,
5622,Vascular Plant,Poa cusickii,Cusick's Bluegrass,
5623,Vascular Plant,Poa cusickii ssp. cusickii,Cusick's Bluegrass,
5624,Vascular Plant,Poa cusickii ssp. epilis,Cusick's Bluegrass,
5625,Vascular Plant,Poa fendleriana ssp. longiligula,Muttongrass,
5626,Vascular Plant,Poa glauca ssp. rupicola,Timberline Bluegrass,
5627,Vascular Plant,Poa keckii,Keck's Bluegrass,
5628,Vascular Plant,Poa leptocoma ssp. leptocoma,Bog Bluegrass,
5629,Vascular Plant,Poa nemoralis,"Forest Blue Grass, Wood Bluegrass",
5630,Vascular Plant,Poa pratensis ssp. pratensis,Kentucky Bluegrass,
5631,Vascular Plant,Poa pringlei,Pringle's Bluegrass,
5632,Vascular Plant,Poa secunda,"Big Bluegrass, Sandberg Bluegrass, Sandberg's Bluegrass",
5633,Vascular Plant,Poa stebbinsii,Stebbin's Bluegrass,
5634,Vascular Plant,Polypogon maritimus,Mediterranean Rabbitsfoot Grass,
5635,Vascular Plant,Pseudoroegneria spicata,"Bluebunch Wheatgrass, Bluebunch-Wheat Grass",
5636,Vascular Plant,Ptilagrostis kingii,Sierra False Needlegrass,
5637,Vascular Plant,Scribneria bolanderi,Scribner's Grass,
5638,Vascular Plant,Setaria pumila,"Cattail Grass, Yellow Bristle Grass, Yellow Bristlegrass",
5639,Vascular Plant,Torreyochloa erecta,Spiked False Mannagrass,
5640,Vascular Plant,Vulpia bromoides,"Brome Fescue, Brome Six-Weeks Grass, Desert Fescue",
5641,Vascular Plant,Vulpia microstachys var. confusa,Confusing Fescue,
5642,Vascular Plant,Vulpia microstachys var. pauciflora,Pacific Fescue,
5643,Vascular Plant,Vulpia myuros,"Foxtail Fescue, Rattail Fescue, Rat-Tail Fescue, Rat-Tailed Fescue",
5644,Vascular Plant,Sparganium emersum ssp. emersum,Emersed Bur-Reed,
5645,Vascular Plant,Woodwardia fimbriata,"Giant Chain Fern, Giant Chainfern",
5646,Vascular Plant,Dryopteris arguta,Coastal Woodfern,
5647,Vascular Plant,Dryopteris filix-mas,"Male Fern, Male Woodfern, Malefern",
5648,Vascular Plant,Polystichum imbricans ssp. imbricans,Narrowleaf Swordfern,
5649,Vascular Plant,Polystichum kruckebergii,Kruckeberg's Hollyfern,
5650,Vascular Plant,Polystichum munitum,Western Swordfern,
5651,Vascular Plant,Polypodium californicum,California Polypody,
5652,Vascular Plant,Polypodium calirhiza,Nested Polypody,
5653,Vascular Plant,Polypodium glycyrrhiza,Licorice Fern,
5654,Vascular Plant,Polypodium hesperium,Western Polypody,
5655,Vascular Plant,Adiantum jordanii,"California Maidenhair, California Maidenhair Fern",
5656,Vascular Plant,Aspidotis californica,California Lacefern,
5657,Vascular Plant,Aspidotis densa,"Indian's Dream, Pod Fern",
5658,Vascular Plant,Cheilanthes covillei,"Coville's Lip Fern, Coville's Lipfern",
5659,Vascular Plant,Cheilanthes gracillima,Lace Lipfern,
5660,Vascular Plant,Cheilanthes intertexta,Coastal Lipfern,
5661,Vascular Plant,Cryptogramma cascadensis,Cascade Rockbrake,
5662,Vascular Plant,Pellaea andromedifolia,Coffee Cliffbrake,
5663,Vascular Plant,Pellaea bridgesii,Bridges' Cliffbrake,
5664,Vascular Plant,Pentagramma pallida,Pale Silverback Fern,
5665,Vascular Plant,Pentagramma triangularis ssp. triangularis,"Goldback Fern, Goldfern, Western Goldfern",
5666,Vascular Plant,Athyrium alpestre var. americanum,Alpine Ladyfern,
5667,Vascular Plant,Athyrium filix-femina var. cyclosorum,Subarctic Ladyfern,
5668,Vascular Plant,Dendromecon rigida,Tree Poppy,
5669,Vascular Plant,Dicentra chrysantha,Golden Eardrops,
5670,Vascular Plant,Dicentra formosa,Pacific Bleeding Heart,
5671,Vascular Plant,Dicentra pauciflora,Shorthorn Steer's-Head,
5672,Vascular Plant,Eschscholzia caespitosa,Tufted Poppy,
5673,Vascular Plant,Eschscholzia californica,"California Goldenpoppy, California Poppy",
5674,Vascular Plant,Eschscholzia hypecoides,San Benito Poppy,
5675,Vascular Plant,Platystemon californicus,"California Creamcups, Creamcups",
5676,Vascular Plant,Romneya coulteri,Coulter's Matilija Poppy,Species of Concern
5677,Vascular Plant,Aconitum columbianum,Columbian Monkshood,
5678,Vascular Plant,Anemone drummondii,Drummond's Anemone,
5679,Vascular Plant,Anemone occidentalis,White Pasqueflower,
5680,Vascular Plant,Aquilegia formosa,"Crimson Columbine, Western Columbine",
5681,Vascular Plant,Aquilegia pubescens,Sierra Columbine,
5682,Vascular Plant,Clematis lasiantha,Pipestem Clematis,
5683,Vascular Plant,Delphinium depauperatum,"Slim Larkspur, Wand Larkspur",
5684,Vascular Plant,Delphinium gracilentum,Pine Forest Larkspur,
5685,Vascular Plant,Delphinium hansenii ssp. hansenii,Eldorado Larkspur,
5686,Vascular Plant,Delphinium nudicaule,Red Larkspur,
5687,Vascular Plant,Delphinium patens ssp. patens,Zigzag Larkspur,
5688,Vascular Plant,Delphinium polycladon,"Marsh Larkspur, Mountain Marsh Larkspur",
5689,Vascular Plant,Kumlienia hystricula,Waterfall False Buttercup,
5690,Vascular Plant,Ranunculus alismifolius var. alismellus,Plantainleaf Buttercup,
5691,Vascular Plant,Ranunculus alismifolius var. alismifolius,Plantainleaf Buttercup,
5692,Vascular Plant,Ranunculus californicus,California Buttercup,
5693,Vascular Plant,Ranunculus cymbalaria var. saximontanus,Rocky Mountain Buttercup,
5694,Vascular Plant,Ranunculus eschscholtzii var. oxynotus,Eschscholtz's Buttercup,
5695,Vascular Plant,Ranunculus flammula,"Greater Creeping Spearwort, Spearwort Buttercup",
5696,Vascular Plant,Ranunculus hebecarpus,"Delicate Buttercup, Downy-Fruit Buttercup",
5697,Vascular Plant,Ranunculus muricatus,Spinyfruit Buttercup,
5698,Vascular Plant,Ranunculus occidentalis,Western Buttercup,
5699,Vascular Plant,Ranunculus orthorhynchus var. orthorhynchus,Straightbeak Buttercup,
5700,Vascular Plant,Thalictrum fendleri,"Fendler's Meadowrue, Fendler's Meadow-Rue",
5701,Vascular Plant,Thalictrum fendleri var. fendleri,"Fendler's Meadowrue, Fendler's Meadow-Rue",
5702,Vascular Plant,Thalictrum fendleri var. polycarpum,"Fendler's Meadow-Rue, Manyfruit Meadowrue",
5703,Vascular Plant,Thalictrum sparsiflorum,"Fewflower Meadowrue, Fewflower Meadow-Rue",
